sequence_id,scenario,scenario_name,run_id,seed,api_elapsed_seconds,api_elapsed_ms,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,model_logical_throughput,mean_finality_latency_logical,mean_receipt_latency_logical,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability,real_submitted_tx_per_sec,real_finality_certs_per_sec,real_receipts_per_sec,real_rewards_per_sec
122,Q2,High-load Qtum mobile dApp,22,648,0.01226636,12.2664,429,429,420,412,1236,6180,0,2,1278,16,0,97.9021,96.0373,3.3896,18.2772,23.7512,20.5128,149.7524,149.5928,0.0798,40.7524,42.0453,60.0,1,0.0,34973.6862,34239.9725,33587.7825,100763.3476
123,Q2,High-load Qtum mobile dApp,23,649,0.01226582,12.2658,445,445,434,422,1266,6330,0,2,1324,16,0,97.5281,94.8315,3.347,18.2205,23.7922,21.1236,166.0464,166.241,0.0973,25.0616,24.088,31.9905,2,0.0,36279.6691,35382.8683,34404.5402,103213.6205
124,Q2,High-load Qtum mobile dApp,24,650,0.01181879,11.8188,412,412,402,395,1185,5925,0,2,1226,16,0,97.5728,95.8738,3.3838,18.2145,23.7365,21.8447,149.1668,149.207,0.0201,32.9519,28.2265,37.6203,1,0.0,34859.7475,34013.6371,33421.3598,100264.0795
125,Q2,High-load Qtum mobile dApp,25,651,0.01390047,13.9005,388,388,382,378,1134,5670,0,2,1158,16,0,98.4536,97.4227,3.4384,18.191,23.6836,19.8454,140.9947,141.312,0.1586,24.6772,24.0358,31.2698,2,0.0,27912.7152,27481.0753,27193.3153,81579.946
126,Q2,High-load Qtum mobile dApp,26,652,0.01230102,12.301,406,406,396,383,1149,5745,0,2,1208,16,0,97.5369,94.335,3.3295,18.1123,23.6038,19.2118,135.6353,135.7548,0.0597,28.1897,22.0937,31.9582,2,0.0,33005.4038,32192.4628,31135.6395,93406.9186
127,Q2,High-load Qtum mobile dApp,27,653,0.01368856,13.6886,395,395,384,377,1131,5655,0,2,1174,16,0,97.2152,95.443,3.3686,18.2467,23.6942,20.0,151.9461,151.3407,0.3027,41.2308,40.0237,60.0,1,0.0,28856.2149,28052.6241,27541.2481,82623.7444
128,Q2,High-load Qtum mobile dApp,28,654,0.01473918,14.7392,482,482,475,467,1401,7005,0,2,1439,16,0,98.5477,96.888,3.4196,18.1078,23.6105,19.7095,169.1414,169.7545,0.3066,28.3155,22.1099,32.1199,2,0.0,32701.9594,32227.0346,31684.2635,95052.7906
129,Q2,High-load Qtum mobile dApp,29,655,0.01107851,11.0785,371,371,365,361,1083,5415,0,2,1107,16,0,98.3827,97.3046,3.4343,18.3626,23.8144,22.372,141.2746,141.6289,0.1771,27.2484,22.0137,30.7479,2,0.0,33488.2549,32946.6658,32585.6065,97756.8195
130,Q2,High-load Qtum mobile dApp,30,656,0.01335063,13.3506,502,502,496,484,1452,7260,0,2,1500,16,0,98.8048,96.4143,3.4029,18.1627,23.5719,18.5259,166.1636,166.2933,0.0649,26.7631,22.0004,30.124,2,0.0,37601.2134,37151.7965,36252.9627,108758.8881
131,Q2,High-load Qtum mobile dApp,31,657,0.01153481,11.5348,407,407,397,393,1179,5895,0,2,1211,16,0,97.543,96.5602,3.408,18.0899,23.603,19.4103,150.279,150.2859,0.0035,28.151,22.089,31.9084,2,0.0,35284.4905,34417.5497,34070.7734,102212.3202
132,Q2,High-load Qtum mobile dApp,32,658,0.01168993,11.6899,394,394,389,381,1143,5715,0,2,1177,16,0,98.731,96.7005,3.413,17.996,23.4522,18.2741,142.0328,142.175,0.0711,29.0551,22.2305,33.0709,2,0.0,33704.2224,33276.5038,32592.1541,97776.4623
133,Q2,High-load Qtum mobile dApp,33,659,0.0147041,14.7041,517,517,507,499,1497,7485,0,2,1541,16,0,98.0658,96.5184,3.4065,18.0887,23.5604,18.9555,181.515,181.7783,0.1317,25.0,30.0162,39.3186,1,0.0,35160.2638,34480.1813,33936.1154,101808.3461
134,Q2,High-load Qtum mobile dApp,34,660,0.01198819,11.9882,417,417,410,404,1212,6060,0,2,1244,16,0,98.3213,96.8825,3.4194,17.9751,23.389,17.0264,151.2588,150.8705,0.1942,42.2178,40.0769,60.0,1,0.0,34784.219,34200.3112,33699.8189,101099.4566
135,Q2,High-load Qtum mobile dApp,35,661,0.01281067,12.8107,498,498,486,475,1425,7125,0,2,1482,16,0,97.5904,95.3815,3.3664,18.2576,23.7547,21.6867,180.0579,180.1972,0.0696,28.6807,22.1639,32.5895,2,0.0,38873.848,37937.1288,37078.4695,111235.4085
136,Q2,High-load Qtum mobile dApp,36,662,0.01316662,13.1666,495,495,484,474,1422,7110,0,2,1474,16,0,97.7778,95.7576,3.3797,17.9676,23.4672,18.3838,163.9809,163.5736,0.2036,28.3404,22.1132,32.1519,2,0.0,37595.0842,36759.6379,36000.1413,108000.4238
137,Q2,High-load Qtum mobile dApp,37,663,0.01111846,11.1185,395,395,385,374,1122,5610,0,2,1175,16,0,97.4684,94.6835,3.3418,18.2341,23.7345,21.519,145.3509,145.0408,0.155,25.7112,24.2288,33.2086,2,0.0,35526.4868,34627.0821,33637.7369,100913.2106
138,Q2,High-load Qtum mobile dApp,38,664,0.01085831,10.8583,400,400,393,385,1155,5775,0,2,1193,16,0,98.25,96.25,3.3971,17.8862,23.3856,18.0,138.7181,139.3482,0.3151,26.0364,24.324,33.8182,1,0.0,36838.135,36193.4676,35456.7049,106370.1148
139,Q2,High-load Qtum mobile dApp,39,665,0.01194841,11.9484,380,380,376,368,1104,5520,0,2,1136,16,0,98.9474,96.8421,3.418,18.0857,23.4702,17.3684,142.9074,143.0657,0.0792,27.808,22.0526,31.4674,2,0.0,31803.3948,31468.6222,30799.077,92397.2311
140,Q2,High-load Qtum mobile dApp,40,666,0.01321196,13.212,496,496,490,480,1440,7200,0,2,1482,16,0,98.7903,96.7742,3.4156,18.0389,23.6628,17.1371,166.6768,167.2848,0.304,32.0,28.0,40.0,1,0.0,37541.7482,37087.6141,36330.724,108992.1721
141,Q2,High-load Qtum mobile dApp,41,667,0.01148191,11.4819,401,401,394,389,1167,5835,0,2,1196,16,0,98.2544,97.0075,3.4238,18.0215,23.5433,19.202,140.3362,140.494,0.0789,41.1928,40.0222,60.0,1,0.0,34924.4939,34314.8393,33879.3718,101638.1155
142,Q2,High-load Qtum mobile dApp,42,668,0.01277308,12.7731,402,402,397,395,1185,5925,0,2,1201,16,0,98.7562,98.2587,3.468,18.2386,23.7822,21.1443,139.5604,139.213,0.1737,28.3797,22.1186,32.2025,2,0.0,31472.4355,31080.9873,30924.4081,92773.2242
143,Q2,High-load Qtum mobile dApp,43,669,0.01164525,11.6453,372,372,364,360,1080,5400,0,2,1108,16,0,97.8495,96.7742,3.4156,17.9454,23.428,17.4731,128.912,128.7319,0.09,28.2222,22.0978,32.0,2,0.0,31944.3523,31257.3769,30913.8893,92741.6678
144,Q2,High-load Qtum mobile dApp,44,670,0.01348321,13.4832,478,478,473,466,1398,6990,0,2,1429,16,0,98.954,97.4895,3.4408,18.2,23.6984,19.0377,170.957,171.0631,0.053,32.0343,28.0003,39.9142,1,0.0,35451.4881,35080.6566,34561.4925,103684.4776
145,Q2,High-load Qtum mobile dApp,45,671,0.01059685,10.5969,369,369,363,352,1056,5280,0,2,1101,16,0,98.374,95.393,3.3668,18.0969,23.5938,19.2412,137.4015,136.691,0.3552,33.0455,28.2732,37.3864,1,0.0,34821.6556,34255.4498,33217.4058,99652.2175
146,Q2,High-load Qtum mobile dApp,46,672,0.01264909,12.6491,447,447,440,430,1290,6450,0,2,1334,16,0,98.434,96.1969,3.3952,17.9988,23.4006,18.5682,163.2916,163.0611,0.1153,40.5116,42.0209,60.0,1,0.0,35338.5077,34785.1083,33994.5376,101983.6129
147,Q2,High-load Qtum mobile dApp,47,673,0.01226213,12.2621,465,465,458,452,1356,6780,0,2,1388,16,0,98.4946,97.2043,3.4307,18.1493,23.6402,21.0753,168.4193,168.4554,0.0181,25.0,30.0463,38.8496,1,0.0,37921.6366,37350.7733,36861.4618,110584.3855
148,Q2,High-load Qtum mobile dApp,48,674,0.01202172,12.0217,446,446,445,439,1317,6585,0,2,1337,16,0,99.7758,98.4305,3.474,18.1948,23.6808,18.6099,155.1407,154.9009,0.1199,32.5285,28.0698,41.3212,1,0.0,37099.5042,37016.3215,36517.225,109551.675
149,Q2,High-load Qtum mobile dApp,49,675,0.01407425,14.0743,490,490,472,467,1401,7005,0,2,1452,16,0,96.3265,95.3061,3.3637,18.176,23.684,20.6122,184.4516,184.8526,0.2005,27.4161,22.0227,30.9636,2,0.0,34815.3444,33536.4134,33181.1548,99543.4643
150,Q2,High-load Qtum mobile dApp,50,676,0.01185979,11.8598,431,431,423,416,1248,6240,0,2,1285,16,0,98.1439,96.5197,3.4066,17.9406,23.4072,15.7773,166.2982,165.6125,0.3428,30.4327,34.0083,40.5769,1,0.0,36341.269,35666.7211,35076.4916,105229.4749
151,Q2,High-load Qtum mobile dApp,51,677,0.01327402,13.274,477,477,463,451,1353,6765,0,2,1417,16,0,97.065,94.5493,3.337,18.0205,23.46,18.4486,148.8284,149.0506,0.1111,32.0532,28.0007,40.133,1,0.0,35934.8454,34880.1539,33976.1326,101928.3979
152,Q2,High-load Qtum mobile dApp,52,678,0.01327674,13.2767,468,468,458,453,1359,6795,0,2,1394,16,0,97.8632,96.7949,3.4163,18.0195,23.4155,18.8034,161.8714,161.3942,0.2386,27.7483,22.0473,31.3907,2,0.0,35249.6223,34496.4253,34119.8267,102359.4802
153,Q2,High-load Qtum mobile dApp,53,679,0.05771062,57.7106,519,519,514,503,1509,7545,0,2,1552,16,0,99.0366,96.9171,3.4206,18.2026,23.6349,19.8459,174.9168,174.6405,0.1381,32.0159,28.0001,39.9602,1,0.0,8993.1447,8906.5055,8715.8994,26147.6981
154,Q2,High-load Qtum mobile dApp,54,680,0.01356538,13.5654,475,475,463,456,1368,6840,0,2,1413,16,0,97.4737,96.0,3.3882,18.1769,23.6898,20.4211,155.8525,156.0039,0.0757,32.386,28.0372,39.0351,1,0.0,35015.5982,34130.9936,33614.9742,100844.9227
155,Q2,High-load Qtum mobile dApp,55,681,0.0136775,13.6775,436,436,428,418,1254,6270,0,2,1300,16,0,98.1651,95.8716,3.3837,18.0129,23.5117,17.8899,141.0694,141.3288,0.1297,27.5598,22.0322,31.1483,2,0.0,31877.1752,31292.2729,30561.145,91683.4351
156,Q2,High-load Qtum mobile dApp,56,682,0.01316879,13.1688,513,513,504,492,1476,7380,0,2,1530,16,0,98.2456,95.9064,3.3849,18.2758,23.8074,23.1969,184.0017,183.4547,0.2735,27.8049,22.0523,31.4634,2,0.0,38955.7313,38272.2974,37361.0522,112083.1566
157,Q2,High-load Qtum mobile dApp,57,683,0.01250563,12.5056,493,493,484,475,1425,7125,0,2,1470,16,0,98.1744,96.3489,3.4005,18.3469,23.9439,22.9209,164.1193,163.4636,0.3278,28.1895,22.0937,31.9579,2,0.0,39422.2348,38702.5591,37982.8834,113948.6502
158,Q2,High-load Qtum mobile dApp,58,684,0.01051503,10.515,374,374,368,361,1083,5415,0,2,1116,16,0,98.3957,96.5241,3.4067,18.1026,23.6072,18.984,151.768,151.9406,0.0863,28.1533,22.0893,31.9114,2,0.0,35568.1344,34997.5226,34331.8088,102995.4265
159,Q2,High-load Qtum mobile dApp,59,685,0.01171166,11.7117,450,450,442,432,1296,6480,0,2,1342,16,0,98.2222,96.0,3.3882,18.1737,23.5822,19.3333,162.0356,162.0142,0.0107,30.2778,34.0034,40.3704,1,0.0,38423.2531,37740.1731,36886.323,110658.969
160,Q2,High-load Qtum mobile dApp,60,686,0.01050807,10.5081,385,385,379,375,1125,5625,0,2,1149,16,0,98.4416,97.4026,3.4377,18.1754,23.6979,20.5195,129.4014,129.1009,0.1503,27.3511,22.0189,30.88,2,0.0,36638.4934,36067.5039,35686.8442,107060.5327
161,Q2,High-load Qtum mobile dApp,61,687,0.01199657,11.9966,365,365,356,353,1059,5295,0,2,1086,16,0,97.5342,96.7123,3.4134,17.9746,23.526,19.726,137.6945,137.3157,0.1894,29.1124,22.2417,33.1445,2,0.0,30425.3607,29675.1463,29425.0749,88275.2246
162,Q2,High-load Qtum mobile dApp,62,688,0.0142358,14.2358,505,505,497,488,1464,7320,0,2,1507,16,0,98.4158,96.6337,3.4106,18.1516,23.6786,20.0,156.1113,155.9133,0.099,26.7623,22.0004,30.123,2,0.0,35473.9559,34911.9923,34279.7832,102839.3495
163,Q2,High-load Qtum mobile dApp,63,689,0.01307382,13.0738,469,469,461,448,1344,6720,0,2,1399,16,0,98.2942,95.5224,3.3714,18.2424,23.6572,21.1087,162.7906,162.8817,0.0455,24.2143,24.0036,30.4018,2,0.0,35873.2184,35261.3085,34266.9549,102800.8646
164,Q2,High-load Qtum mobile dApp,64,690,0.01182896,11.829,366,366,357,350,1050,5250,0,2,1089,16,0,97.541,95.6284,3.3751,18.0991,23.6922,18.306,127.6849,127.2059,0.2395,25.8286,24.2612,33.4286,1,0.0,30941.0152,30180.1705,29588.4025,88765.2075
165,Q2,High-load Qtum mobile dApp,65,691,0.01112248,11.1225,385,385,375,369,1107,5535,0,2,1145,16,0,97.4026,95.8442,3.3827,18.1449,23.6648,20.0,142.2387,142.2991,0.0302,28.2475,22.101,32.0325,2,0.0,34614.5886,33715.5084,33176.0602,99528.1807
166,Q2,High-load Qtum mobile dApp,66,692,0.01124713,11.2471,409,409,402,396,1188,5940,0,2,1220,16,0,98.2885,96.8215,3.4172,17.9894,23.5587,19.3154,144.0959,143.8915,0.1022,27.8451,22.0561,31.5152,2,0.0,36364.8423,35742.4612,35208.9916,105626.9748
167,Q2,High-load Qtum mobile dApp,67,693,0.01052777,10.5278,380,380,374,369,1107,5535,0,2,1134,16,0,98.4211,97.1053,3.4272,18.1434,23.7472,19.2105,129.5899,129.9212,0.1656,31.748,34.1358,42.3306,1,0.0,36095.0272,35525.1057,35050.1711,105150.5134
168,Q2,High-load Qtum mobile dApp,68,694,0.01021724,10.2172,370,370,362,353,1059,5295,0,2,1102,16,0,97.8378,95.4054,3.3672,18.0352,23.4525,18.1081,135.2585,135.143,0.0578,30.5666,22.6146,35.0142,1,0.0,36213.288,35430.298,34549.4343,103648.3028
169,Q2,High-load Qtum mobile dApp,69,695,0.01180605,11.8061,438,438,428,419,1257,6285,0,2,1304,16,0,97.7169,95.6621,3.3763,17.959,23.4497,17.5799,158.0167,158.6494,0.3163,25.7947,24.2517,33.3652,1,0.0,37099.6132,36252.5901,35490.2693,106470.8078
170,Q2,High-load Qtum mobile dApp,70,696,0.01341226,13.4123,438,438,432,427,1281,6405,0,2,1308,16,0,98.6301,97.4886,3.4408,18.2258,23.8094,20.3196,160.9586,160.4707,0.244,25.0867,24.0923,32.0375,2,0.0,32656.679,32209.3272,31836.5341,95509.6023
171,Q2,High-load Qtum mobile dApp,71,697,0.01445927,14.4593,503,503,495,484,1452,7260,0,2,1501,16,0,98.4095,96.2227,3.3961,18.0625,23.5593,18.4891,174.9891,174.7001,0.1445,25.0579,24.0874,31.9835,2,0.0,34787.3789,34234.1005,33473.3427,100420.0282
172,Q2,High-load Qtum mobile dApp,72,698,0.01162454,11.6245,390,390,385,379,1137,5685,0,2,1165,16,0,98.7179,97.1795,3.4299,17.888,23.3505,16.6667,139.2742,139.4552,0.0905,28.2058,22.0957,31.9789,2,0.0,33549.706,33119.5816,32603.4322,97810.2967
173,Q2,High-load Qtum mobile dApp,73,699,0.0134911,13.4911,448,448,438,426,1278,6390,0,2,1334,16,0,97.7679,95.0893,3.3561,18.1165,23.5989,20.3125,162.1261,161.9038,0.1112,32.0376,28.0004,40.0939,1,0.0,33207.0871,32465.8575,31576.3819,94729.1458
174,Q2,High-load Qtum mobile dApp,74,700,0.01115972,11.1597,365,365,361,354,1062,5310,0,2,1091,16,0,98.9041,96.9863,3.423,18.0931,23.5617,19.4521,127.5883,126.7313,0.4285,25.0,30.1005,38.3051,1,0.0,32706.9255,32348.4935,31721.2374,95163.7121
175,Q2,High-load Qtum mobile dApp,75,701,0.01346987,13.4699,489,489,481,471,1413,7065,0,2,1459,16,0,98.364,96.319,3.3995,18.1348,23.6371,19.8364,162.9271,163.1742,0.1236,25.0,30.0773,41.4862,1,0.0,36303.2403,35709.3223,34966.9247,104900.7741
176,Q2,High-load Qtum mobile dApp,76,702,0.01391531,13.9153,517,517,511,498,1494,7470,0,2,1545,16,0,98.8395,96.325,3.3997,18.1043,23.6476,19.1489,166.1794,165.7514,0.214,27.0415,22.0057,30.4819,2,0.0,37153.3278,36722.148,35787.9251,107363.7752
177,Q2,High-load Qtum mobile dApp,77,703,0.01201595,12.016,455,455,446,439,1317,6585,0,2,1356,16,0,98.022,96.4835,3.4053,17.9297,23.5165,17.8022,159.3552,158.9961,0.1796,25.4214,24.1578,32.6651,2,0.0,37866.3265,37117.3223,36534.7634,109604.2902
178,Q2,High-load Qtum mobile dApp,78,704,0.01144517,11.4452,389,389,387,379,1137,5685,0,2,1165,16,0,99.4859,97.4293,3.4387,18.0724,23.5142,19.0231,142.6083,142.6669,0.0293,24.4644,24.0168,30.8707,2,0.0,33988.1305,33813.3844,33114.3997,99343.199
179,Q2,High-load Qtum mobile dApp,79,705,0.01200488,12.0049,365,365,359,352,1056,5280,0,2,1089,16,0,98.3562,96.4384,3.4037,18.0115,23.5501,18.0822,132.0516,131.5742,0.2387,31.0417,22.7734,35.625,1,0.0,30404.3023,29904.5055,29321.4093,87964.2279
180,Q2,High-load Qtum mobile dApp,80,706,0.01368867,13.6887,517,517,507,494,1482,7410,0,2,1541,16,0,98.0658,95.5513,3.3724,18.0662,23.5509,18.7621,171.8613,172.1546,0.1466,24.0648,24.0003,30.1215,2,0.0,37768.4721,37037.9407,36088.2499,108264.7498
181,Q2,High-load Qtum mobile dApp,81,707,0.01214175,12.1417,411,411,399,395,1185,5925,0,2,1221,16,0,97.0803,96.1071,3.392,18.2908,23.8083,23.3577,145.6976,145.3161,0.1908,27.0802,22.0069,30.5316,2,0.0,33850.1591,32861.8333,32532.3913,97597.174
182,Q2,High-load Qtum mobile dApp,82,708,0.01598454,15.9845,488,488,481,470,1410,7050,0,2,1457,16,0,98.5656,96.3115,3.3992,18.0544,23.5695,19.4672,178.8832,178.9793,0.048,32.1702,28.0072,39.5745,1,0.0,30529.4991,30091.576,29403.411,88210.2331
183,Q2,High-load Qtum mobile dApp,83,709,0.01296619,12.9662,456,456,447,438,1314,6570,0,2,1359,16,0,98.0263,96.0526,3.3901,17.9156,23.4793,17.7632,147.5117,147.199,0.1564,26.9863,22.0041,30.411,2,0.0,35168.3907,34474.2777,33780.1647,101340.4941
184,Q2,High-load Qtum mobile dApp,84,710,0.01267245,12.6725,448,448,445,436,1308,6540,0,2,1341,16,0,99.3304,97.3214,3.4349,18.1412,23.6329,19.8661,156.609,156.3788,0.1151,24.6606,24.0341,31.2385,2,0.0,35352.2744,35115.5404,34405.3384,103216.0153
185,Q2,High-load Qtum mobile dApp,85,711,0.01249196,12.492,461,461,451,444,1332,6660,0,2,1373,16,0,97.8308,96.3124,3.3993,18.121,23.6065,19.5228,161.978,161.8008,0.0886,29.0841,22.2361,33.1081,2,0.0,36903.7365,36103.2216,35542.8612,106628.5835
186,Q2,High-load Qtum mobile dApp,86,712,0.01175701,11.757,410,410,400,394,1182,5910,0,2,1220,16,0,97.561,96.0976,3.3917,18.2661,23.7576,22.6829,149.2006,148.7361,0.2323,24.8934,24.0624,31.6751,2,0.0,34872.8239,34022.2672,33511.9332,100535.7997
187,Q2,High-load Qtum mobile dApp,87,713,0.01249501,12.495,413,413,404,400,1200,6000,0,2,1230,16,0,97.8208,96.8523,3.4183,18.1053,23.5438,17.9177,142.4454,143.0995,0.3271,28.7667,22.1782,32.7,2,0.0,33053.1869,32332.8995,32012.7718,96038.3154
188,Q2,High-load Qtum mobile dApp,88,714,0.01245285,12.4528,427,427,418,415,1245,6225,0,2,1272,16,0,97.8923,97.1897,3.4302,18.2756,23.741,20.8431,152.0343,152.1351,0.0504,24.5783,24.0261,31.0843,2,0.0,34289.3449,33566.6187,33325.7099,99977.1297
189,Q2,High-load Qtum mobile dApp,89,715,0.01451877,14.5188,506,506,495,479,1437,7185,0,2,1507,16,0,97.8261,94.664,3.3411,18.0358,23.5104,17.1937,166.035,165.5302,0.2524,26.8128,22.0009,30.1879,2,0.0,34851.4323,34093.7925,32991.7709,98975.3128
190,Q2,High-load Qtum mobile dApp,90,716,0.01310007,13.1001,491,491,485,478,1434,7170,0,2,1467,16,0,98.778,97.3523,3.436,18.1707,23.6562,20.7739,172.9343,172.7931,0.0706,26.7643,22.0004,30.1255,2,0.0,37480.7243,37022.7114,36488.363,109465.089
191,Q2,High-load Qtum mobile dApp,91,717,0.01187321,11.8732,414,414,411,403,1209,6045,0,2,1239,16,0,99.2754,97.343,3.4356,18.1393,23.6401,19.8068,151.071,150.6932,0.1889,26.263,24.4001,34.2432,1,0.0,34868.4109,34615.7413,33941.9556,101825.8667
192,Q2,High-load Qtum mobile dApp,92,718,0.01140757,11.4076,443,443,435,429,1287,6435,0,2,1321,16,0,98.1941,96.8397,3.4179,18.2197,23.7721,20.7675,150.204,150.4666,0.1313,28.0264,22.0747,31.7483,2,0.0,38833.8519,38132.5633,37606.597,112819.7909
193,Q2,High-load Qtum mobile dApp,93,719,0.01163918,11.6392,399,399,393,385,1155,5775,0,2,1191,16,0,98.4962,96.4912,3.4056,18.1308,23.6515,18.5464,130.7267,131.1282,0.2007,27.2121,22.012,30.7013,2,0.0,34280.7684,33765.2682,33077.9344,99233.8033
194,Q2,High-load Qtum mobile dApp,94,720,0.01090747,10.9075,374,374,368,361,1083,5415,0,2,1116,16,0,98.3957,96.5241,3.4067,18.1587,23.6545,18.984,152.7617,152.662,0.0498,24.8421,24.0554,31.5789,2,0.0,34288.4217,33738.3401,33096.5782,99289.7346
195,Q2,High-load Qtum mobile dApp,95,721,0.01231268,12.3127,426,426,421,414,1242,6210,0,2,1273,16,0,98.8263,97.1831,3.43,17.9735,23.5273,16.6667,156.7571,156.4082,0.1744,29.1465,22.2485,33.1884,2,0.0,34598.4677,34192.3824,33623.863,100871.589
196,Q2,High-load Qtum mobile dApp,96,722,0.01170031,11.7003,373,373,367,358,1074,5370,0,2,1113,16,0,98.3914,95.9786,3.3875,18.2291,23.6925,20.9115,149.0624,149.2227,0.0802,32.1788,28.008,40.4469,1,0.0,31879.4918,31366.6849,30597.4747,91792.424
197,Q2,High-load Qtum mobile dApp,97,723,0.01188848,11.8885,422,422,415,406,1218,6090,0,2,1259,16,0,98.3412,96.2085,3.3956,17.9382,23.4406,16.1137,153.6164,153.6019,0.0072,32.1576,28.0062,40.3941,1,0.0,35496.536,34907.7309,34150.6957,102452.0872
198,Q2,High-load Qtum mobile dApp,98,724,0.01252964,12.5296,485,485,479,470,1410,7050,0,2,1449,16,0,98.7629,96.9072,3.4203,18.2711,23.7532,20.8247,175.1634,174.8943,0.1346,29.3475,22.2904,33.4468,1,0.0,38708.2213,38229.3567,37511.0598,112533.1793
199,Q2,High-load Qtum mobile dApp,99,725,0.01368342,13.6834,491,491,481,473,1419,7095,0,2,1463,16,0,97.9633,96.334,3.4,17.9178,23.398,16.0896,174.7743,174.1212,0.3265,10.3488,26.0097,30.6977,2,0.0,35882.8395,35152.0281,34567.379,103702.1371
200,Q2,High-load Qtum mobile dApp,100,726,0.01265604,12.656,451,451,442,433,1299,6495,0,2,1344,16,0,98.0044,96.0089,3.3885,18.0943,23.5736,18.4035,170.6802,170.4236,0.1283,27.0439,22.0057,30.485,2,0.0,35635.162,34924.039,34212.9161,102638.7482
201,Q3,Cross-contract/cross-shard Qtum request,1,627,0.00871756,8.7176,253,253,247,239,717,3585,0,2,753,14,0,97.6285,94.4664,2.39,19.9354,25.3679,49.8024,127.7048,127.52,0.0924,26.7643,22.0004,30.1255,2,0.0,29021.869,28333.6033,27415.9157,82247.7472
202,Q3,Cross-contract/cross-shard Qtum request,2,628,0.00866339,8.6634,257,257,248,245,735,3675,0,2,762,14,0,96.4981,95.3307,2.45,19.7791,25.2241,47.4708,126.0483,126.6292,0.2905,25.2408,24.1203,32.3265,2,0.0,29665.0721,28626.2174,28279.9325,84839.7976
203,Q3,Cross-contract/cross-shard Qtum request,3,629,0.01328157,13.2816,335,335,330,321,963,4815,0,2,1000,14,0,98.5075,95.8209,2.8746,19.9005,25.4288,49.2537,145.3844,144.7387,0.3229,25.0,30.1306,41.9315,1,0.0,25222.9255,24846.4639,24168.8331,72506.4992
204,Q3,Cross-contract/cross-shard Qtum request,4,630,0.01305391,13.0539,280,280,270,268,804,4020,0,2,830,14,0,96.4286,95.7143,2.68,20.0046,25.5489,48.9286,125.9389,125.5695,0.1847,26.2687,24.4021,34.2537,1,0.0,21449.5153,20683.4612,20530.2504,61590.7512
205,Q3,Cross-contract/cross-shard Qtum request,5,631,0.00919957,9.1996,245,245,236,229,687,3435,0,2,726,14,0,96.3265,93.4694,2.29,19.2885,24.7422,41.2245,126.5331,127.0147,0.2408,32.2445,28.015,39.3886,1,0.0,26631.6766,25653.3701,24892.4651,74677.3953
206,Q3,Cross-contract/cross-shard Qtum request,6,632,0.0079197,7.9197,248,248,239,230,690,3450,0,2,735,14,0,96.371,92.7419,2.3,20.0349,25.5557,48.7903,124.2583,123.466,0.3962,32.5565,28.0774,41.3913,1,0.0,31314.3372,30177.9298,29041.5224,87124.5673
207,Q3,Cross-contract/cross-shard Qtum request,7,633,0.00784195,7.842,248,248,244,238,714,3570,0,2,740,14,0,98.3871,95.9677,2.38,19.7303,25.203,46.7742,115.1588,115.7028,0.272,32.2689,28.0181,40.6723,1,0.0,31624.7791,31114.7021,30349.5864,91048.7593
208,Q3,Cross-contract/cross-shard Qtum request,8,634,0.00990874,9.9087,318,318,309,301,903,4515,0,2,945,14,0,97.1698,94.6541,2.8396,19.6813,25.2128,44.0252,125.5292,125.9944,0.2326,24.0532,24.0002,30.0997,2,0.0,32092.8699,31184.5811,30377.2133,91131.64
209,Q3,Cross-contract/cross-shard Qtum request,9,635,0.00878823,8.7882,262,262,256,250,750,3750,0,2,780,14,0,97.7099,95.4198,2.5,19.5934,25.2222,45.4198,123.2805,122.7871,0.2467,27.04,22.0056,30.48,2,0.0,29812.6084,29129.8769,28447.1454,85341.4363
210,Q3,Cross-contract/cross-shard Qtum request,10,636,0.01278251,12.7825,319,319,308,300,900,4500,0,2,946,14,0,96.5517,94.0439,2.8213,19.5138,25.0961,45.1411,139.4943,139.4551,0.0196,27.9111,22.0626,31.6,2,0.0,24955.9672,24095.4166,23469.5616,70408.6849
211,Q3,Cross-contract/cross-shard Qtum request,11,637,0.00923878,9.2388,243,243,232,227,681,3405,0,2,718,14,0,95.4733,93.4156,2.27,19.7272,25.2853,47.7366,116.0203,115.7688,0.1258,24.6344,24.0314,31.1894,2,0.0,26302.1883,25111.5543,24570.357,73711.071
212,Q3,Cross-contract/cross-shard Qtum request,12,638,0.01100215,11.0021,305,305,300,294,882,4410,0,2,910,14,0,98.3607,96.3934,2.8918,19.5023,24.8857,43.2787,121.4862,121.1625,0.1618,32.2721,28.0185,40.6803,1,0.0,27721.867,27267.4101,26722.0619,80166.1858
213,Q3,Cross-contract/cross-shard Qtum request,13,639,0.0095701,9.5701,320,320,309,301,903,4515,0,2,949,14,0,96.5625,94.0625,2.8219,19.534,24.9922,43.125,119.1606,119.5543,0.1968,28.1395,22.0877,31.8937,2,0.0,33437.4597,32288.047,31452.1105,94356.3315
